,total_sqft,bath,price,location,bhk
2601,2285.0,4.0,165.0,Erandwane,3
2602,1733.5,3.0,120.0,Erandwane,3
2603,1150.0,2.0,52.0,Erandwane,2
2604,1493.0,2.0,90.0,Erandwane,3
2605,1555.0,3.0,125.0,Erandwane,3
2606,615.0,1.0,46.0,Erandwane,1
2607,3000.0,3.0,265.0,Erandwane,3
2608,1101.0,2.0,50.0,Erandwane,2
2609,1157.0,2.0,47.32,Erandwane,2
2610,1162.0,2.0,64.08,Erandwane,2
2611,1402.0,2.0,95.0,Erandwane,2
2612,1151.0,2.0,46.0,Erandwane,2
2613,1500.0,2.0,140.0,Erandwane,2
2614,1660.0,3.0,128.0,Erandwane,3
2615,1200.0,2.0,62.0,Erandwane,2
2617,1210.0,2.0,69.0,Erandwane,2
2618,1405.0,2.0,99.0,Erandwane,2
2619,950.0,2.0,56.0,Erandwane,2
2622,1128.0,2.0,60.0,Erandwane,2
2623,1122.5,2.0,61.74,Erandwane,2
2624,1457.0,2.0,105.0,Erandwane,3
2625,1500.0,3.0,90.0,Erandwane,3
2627,1075.0,2.0,46.76,Erandwane,2
2628,1767.0,3.0,103.0,Fatima Nagar,3
2629,1295.0,2.0,65.0,Fatima Nagar,2
2630,1560.0,3.0,115.0,Fatima Nagar,3
2632,1450.0,2.0,85.0,Fatima Nagar,3
2633,1750.0,3.0,120.0,Fatima Nagar,3
2634,1179.0,2.0,66.02,Fatima Nagar,2
2635,1825.0,3.0,100.0,Fatima Nagar,3
2637,1500.0,2.0,98.0,Fatima Nagar,3
2640,674.0,2.0,29.0,Fatima Nagar,2
2641,1300.0,2.0,60.0,Fatima Nagar,2
2644,1200.0,2.0,66.5,Fatima Nagar,3
2646,1100.0,3.0,78.0,Fatima Nagar,3
2647,1315.0,2.0,90.0,Fatima Nagar,2
2648,1263.0,2.0,93.32,Fatima Nagar,2
2649,1070.0,2.0,50.0,Fatima Nagar,2
2650,795.0,2.0,32.54,Fatima Nagar,2
2651,12000.0,12.0,525.0,Fatima Nagar,10
2652,1220.0,2.0,50.89,Fatima Nagar,2
2653,1200.0,3.0,70.0,Fatima Nagar,3
2654,1199.0,2.0,65.0,Fatima Nagar,2
2655,1269.0,2.0,75.0,Fatima Nagar,2
2659,1175.0,2.0,45.0,Fatima Nagar,2
2661,1150.0,2.0,77.0,Fatima Nagar,2
2662,3300.0,6.0,165.0,Fatima Nagar,6
2663,1200.0,2.0,108.0,Fatima Nagar,3
2664,2215.0,4.0,156.0,Fatima Nagar,3
2665,1288.0,2.0,70.0,Fatima Nagar,3
2666,1846.0,3.0,145.0,Fatima Nagar,3
2667,1460.0,2.0,75.0,Fatima Nagar,3
2668,1095.0,2.0,60.0,Fatima Nagar,2
2670,2145.0,3.0,125.0,Fatima Nagar,3
2671,883.0,2.0,37.0,Fatima Nagar,2
2672,1414.0,2.0,84.18,Fatima Nagar,2
2673,1560.0,3.0,125.0,Fatima Nagar,3
2674,1656.0,3.0,90.0,Fatima Nagar,3
2675,1756.0,3.0,131.0,Fatima Nagar,3
2676,1682.0,3.0,114.0,Fatima Nagar,3
2678,1649.0,3.0,150.0,Fatima Nagar,3
2679,1202.0,2.0,79.0,Fatima Nagar,2
2680,1200.0,2.0,75.0,Fatima Nagar,3
2682,1200.0,2.0,56.0,Fatima Nagar,2
2683,1728.0,3.0,125.0,Fatima Nagar,3
2684,400.0,1.0,35.0,Fatima Nagar,1
2685,1984.0,4.0,145.0,Fatima Nagar,3
2686,1200.0,2.0,61.0,Fatima Nagar,2
2687,1245.0,2.0,75.0,Fatima Nagar,2
2688,1063.0,2.0,32.8,Fatima Nagar,2
2689,1262.0,2.0,67.0,Fatima Nagar,2
2691,1355.0,2.0,97.6,Fatima Nagar,2
2693,1100.0,2.0,49.49,Fatima Nagar,2
2695,1200.0,1.0,36.0,Fatima Nagar,2
2696,1307.0,2.0,50.0,Fatima Nagar,2
2697,1200.0,3.0,76.13,Fatima Nagar,3
2699,1210.0,2.0,82.0,Fatima Nagar,2
2700,1480.0,3.0,75.0,Fatima Nagar,3
2701,2790.0,5.0,198.0,Fatima Nagar,4
2702,1144.0,2.0,65.0,Fatima Nagar,2
2703,1243.0,2.0,46.0,Fatima Nagar,2
2704,1415.0,2.0,120.0,Fatima Nagar,2
2706,2495.0,3.0,130.0,Fatima Nagar,3
2708,1116.0,2.0,45.0,Fatima Nagar,2
2709,1020.0,2.0,30.27,Fatima Nagar,2
2710,1235.0,2.0,52.76,Fatima Nagar,2
2711,1255.0,2.0,65.0,Fatima Nagar,2
2713,2280.0,4.0,125.0,Fatima Nagar,3
2716,1560.0,3.0,90.0,Fatima Nagar,3
2717,2456.0,7.0,85.0,Fatima Nagar,7
2718,1140.0,2.0,34.0,Fatima Nagar,2
2719,1026.0,2.0,50.18,Fatima Nagar,2
2720,1197.0,2.0,75.0,Fatima Nagar,2
2721,1126.0,2.0,39.4,Fatima Nagar,2
2722,1123.0,2.0,60.0,Fatima Nagar,2
2723,1100.0,2.0,50.0,Fatima Nagar,2
2724,1200.0,4.0,80.0,Fatima Nagar,4
2726,1260.0,2.0,55.0,Fatima Nagar,2
2727,1573.0,3.0,100.0,Fatima Nagar,3
2728,1035.0,2.0,55.0,Fatima Nagar,2
2729,3596.0,4.0,268.0,Fatima Nagar,4
2731,1010.0,2.0,32.0,Fatima Nagar,2
2732,1226.0,2.0,65.59,Fatima Nagar,2
2733,510.0,1.0,25.25,Fergusson College Road,1
2734,1427.0,3.0,120.0,Fergusson College Road,3
2735,3600.0,6.0,141.0,Fergusson College Road,6
2737,375.0,2.0,26.0,Fergusson College Road,1
2738,2791.0,3.0,223.0,Fergusson College Road,3
2740,1296.0,2.0,83.0,Fergusson College Road,2
2741,3300.0,5.0,240.0,Fergusson College Road,5
2746,1405.0,2.0,78.0,Fergusson College Road,3
2747,2200.0,2.0,162.0,Fergusson College Road,3
2748,1163.0,2.0,98.86,Fergusson College Road,2
2750,600.0,1.0,28.0,Fergusson College Road,1
2751,360.0,1.0,26.0,Fergusson College Road,1
2752,1750.0,3.0,150.0,Fergusson College Road,3
2753,1179.0,2.0,75.0,Fergusson College Road,2
2756,3500.0,5.0,160.0,Fergusson College Road,6
2757,3067.0,4.0,230.0,Fergusson College Road,4
2761,2300.0,3.0,220.0,Fergusson College Road,3
2762,2024.0,3.0,157.0,Fergusson College Road,3
2763,420.0,1.0,17.0,Fergusson College Road,1
2764,2150.0,6.0,205.0,Fergusson College Road,6
2765,1132.0,2.0,79.28,Fergusson College Road,2
2766,1605.0,2.0,85.0,Fergusson College Road,3
2767,1850.0,3.0,98.0,Fergusson College Road,3
2768,2006.0,4.0,196.0,Fergusson College Road,3
2770,1200.0,2.0,75.0,Fergusson College Road,2
2771,1342.0,3.0,92.0,Fergusson College Road,3
2775,1366.0,2.0,83.0,Fergusson College Road,2
2778,1745.0,3.0,100.0,Fergusson College Road,3
2779,1077.0,2.0,93.0,Fergusson College Road,2
2784,1900.0,3.0,155.0,Fergusson College Road,3
2785,2075.0,3.0,115.0,Fergusson College Road,3
2786,1330.0,3.0,73.5,Fergusson College Road,3
2787,1198.0,2.0,86.26,Fergusson College Road,2
2790,1012.0,2.0,59.0,Fergusson College Road,2
2791,1315.0,2.0,75.0,Fergusson College Road,2
2793,1099.0,2.0,65.0,Fergusson College Road,2
2795,3500.0,4.0,185.0,Fergusson College Road,3
2796,1680.0,3.0,125.0,Fergusson College Road,3
2798,4000.0,4.0,325.0,Fergusson College Road,4
2799,2425.0,3.0,197.0,Fergusson College Road,3
2800,1100.0,2.0,60.0,Fergusson College Road,2
2801,1842.0,3.0,115.0,Fergusson College Road,3
2802,973.0,2.0,56.0,Fergusson College Road,2
2803,1141.0,2.0,62.0,Fergusson College Road,2
2804,700.0,1.0,30.84,Fergusson College Road,1
2805,1225.0,2.0,71.05,Fergusson College Road,2
2806,1500.0,3.0,95.0,Fergusson College Road,3
2807,1835.0,3.0,160.0,Fergusson College Road,3
2808,1500.0,4.0,89.45,Fergusson College Road,4
2809,1683.0,3.0,110.0,Fergusson College Road,3
2810,1148.0,2.0,69.0,Fergusson College Road,2
2816,525.0,1.0,26.01,Fergusson College Road,1
2820,1639.0,3.0,107.0,Fergusson College Road,3
2823,1400.0,2.0,105.0,Fergusson College Road,2
2824,1225.0,2.0,71.05,Fergusson College Road,2
2826,3758.0,3.0,300.0,Fergusson College Road,3
2827,650.0,2.0,45.0,Fergusson College Road,2
2829,450.0,1.0,20.0,Fergusson College Road,1
2832,1276.0,2.0,69.5,Fergusson College Road,2
2833,2153.0,4.0,120.0,Fergusson College Road,3
2834,1515.0,3.0,80.5,Fergusson College Road,3
2835,1175.0,2.0,86.68,Fergusson College Road,2
2839,1408.0,3.0,80.0,Fergusson College Road,3
2840,1881.0,3.0,115.0,Fergusson College Road,3
2841,1379.0,2.0,85.0,Fergusson College Road,2
2842,510.0,1.0,22.0,Fergusson College Road,1
2844,589.0,1.0,27.0,Ganesh Peth,1
2846,1062.0,2.0,38.0,Ganesh Peth,2
2847,1500.0,3.0,139.0,Ganesh Peth,3
2848,1275.0,2.0,52.0,Ganesh Peth,2
2849,4500.0,5.0,415.0,Ganesh Peth,5
2850,1220.0,2.0,56.5,Ganesh Peth,2
2851,1470.0,2.0,88.64,Ganesh Peth,3
2852,1200.0,2.0,55.0,Ganesh Peth,2
2853,999.0,2.0,45.0,Ganesh Peth,2
2854,1160.0,2.0,44.08,Ganesh Peth,2
2855,2710.0,3.0,251.0,Ganesh Peth,3
2856,1243.0,2.0,58.0,Ganesh Peth,2
2857,1098.0,2.0,72.0,Ganesh Peth,2
2858,1180.0,2.0,50.0,Ganesh Peth,2
2859,1320.0,2.0,110.0,Ganesh Peth,4
2861,1200.0,2.0,66.0,Ganesh Peth,3
2863,1726.0,3.0,145.0,Ganesh Peth,3
2864,1634.0,3.0,83.33,Ganesh Peth,3
2865,1210.0,2.0,72.0,Ganesh Peth,2
2866,1043.0,2.0,65.0,Ganesh Peth,2
2867,1020.0,2.0,42.48,Ganesh Peth,2
2868,1818.0,3.0,135.0,Ganesh Peth,3
2869,1259.0,2.0,67.4,Ganesh Peth,2
2870,1817.0,4.0,153.0,Ganesh Peth,3
2872,1160.0,2.0,46.39,Ganesh Peth,2
2873,1070.0,2.0,37.45,Ganesh Peth,2
2874,1920.0,3.0,150.0,Ganesh Peth,3
2875,1290.0,2.0,80.0,Ganesh Peth,2
2877,2094.0,2.0,113.19,Ganesh Peth,3
2878,1428.0,2.0,80.0,Ganesh Peth,3
2881,1804.0,3.0,102.0,Ganesh Peth,3
2882,3035.0,5.0,271.0,Ganesh Peth,3
2883,1205.0,2.0,70.0,Ganesh Peth,2
2884,1090.0,2.0,35.03,Ganesh Peth,2
2885,1884.0,3.0,98.0,Ganesh Peth,3
2886,1340.0,2.0,60.0,Ganesh Peth,2
2887,2792.0,4.0,220.0,Ganesh Peth,4
2888,1050.0,2.0,52.5,Ganesh Peth,2
2890,1760.0,3.0,160.0,Ganesh Peth,3
2891,1650.0,3.0,100.0,Ganesh Peth,3
2892,1295.0,2.0,95.0,Ganesh Peth,2
2893,1133.0,2.0,38.41,Ganesh Peth,2
2894,1243.0,2.0,46.0,Ganesh Peth,2
2895,1201.0,2.0,59.99,Ganesh Peth,2
2896,1910.0,3.0,142.0,Ganesh Peth,3
2897,1250.0,2.0,58.0,Ganesh Peth,2
2898,1178.0,2.0,75.0,Ganesh Peth,2
2899,3664.0,3.0,325.0,Ganesh Peth,3
2900,1200.0,2.0,45.0,Ganesh Peth,2
2901,2500.0,5.0,125.0,Ganesh Peth,5
2903,1060.0,2.0,35.0,Ganesh Peth,2
2904,2650.0,4.0,199.0,Ganesh Peth,3
2905,2023.0,4.0,130.0,Ganesh Peth,3
2906,1220.0,2.0,52.0,Ganesh Peth,2
2907,1724.0,3.0,125.0,Ganesh Peth,3
2909,1044.0,2.0,85.0,Ganesh Peth,2
2910,1190.0,2.0,60.0,Ganesh Peth,2
2911,1300.0,2.0,60.0,Ganesh Peth,2
2912,1046.0,2.0,49.06,Ganesh Peth,2
2913,1000.0,2.0,51.0,Ganesh Peth,2
2914,1683.0,3.0,140.0,Ganesh Peth,3
2916,1532.5,3.0,79.465,Ganesh Peth,3
2917,1500.0,3.0,90.0,Ganesh Peth,3
2920,1237.5,2.0,49.49,Ganesh Peth,2
2921,1760.0,3.0,110.0,Ganesh Peth,3
2922,1165.0,2.0,49.61,Ganesh Peth,2
2924,1203.0,2.0,72.0,Ganesh Peth,2
2927,1537.0,3.0,81.0,Ganesh Peth,3
2928,1175.0,2.0,62.0,Ganesh Peth,2
2930,814.0,2.0,53.0,Ganesh Peth,2
2931,658.0,1.0,26.91,Ganesh Peth,1
2932,1839.0,3.0,130.0,Ganesh Peth,3
2933,672.0,1.0,36.85,Ganesh Peth,1
2934,850.0,2.0,42.5,Ganesh Peth,2
2936,3600.0,6.0,170.0,Ganesh Peth,6
2937,1080.0,2.0,53.0,Ganesh Peth,2
2938,1270.0,2.0,96.0,Ganesh Peth,2
2939,1275.0,2.0,59.0,Ganesh Peth,2
2940,2035.0,3.0,142.0,Ganesh Peth,3
2941,1205.0,2.0,45.79,Ganesh Peth,2
2943,1315.0,2.0,77.0,Ganesh Peth,2
2944,600.0,1.0,22.8,Ganesh Peth,1
2946,1210.0,2.0,60.0,Ganesh Peth,2
2947,1200.0,3.0,75.0,Ganesh Peth,3
2948,1005.0,2.0,45.0,Ganesh Peth,2
2949,943.0,2.0,49.5,Ganesh Peth,2
2950,1121.0,2.0,75.0,Ganesh Peth,2
2951,1153.0,2.0,60.0,Ganesh Peth,2
2953,5611.5,4.0,477.0,Ganeshkhind,4
2954,1415.0,3.0,78.0,Ganeshkhind,3
2957,834.0,1.0,60.0,Ganeshkhind,1
2959,1356.0,2.0,66.0,Ganeshkhind,3
2961,500.0,1.0,14.0,Ganeshkhind,1
2963,1250.0,2.0,62.0,Ganeshkhind,2
2964,3040.0,1.0,180.0,Ganeshkhind,2
2965,1530.0,2.0,74.39,Ganeshkhind,3
2966,1725.0,2.0,100.0,Ganeshkhind,3
2968,1600.0,3.0,88.0,Ganeshkhind,3
2969,1670.0,3.0,120.0,Ganeshkhind,3
2970,1352.0,2.0,87.5,Ganeshkhind,2
2972,1635.0,2.0,85.0,Ganeshkhind,3
2973,1352.0,2.0,85.0,Ganeshkhind,2
2976,1610.0,3.0,115.0,Ganeshkhind,3
2982,1000.0,2.0,57.0,Ganeshkhind,2
2984,1195.0,2.0,70.0,Ganeshkhind,2
2986,607.0,1.0,35.0,Ganeshkhind,1
2988,1200.0,5.0,92.0,Ganeshkhind,4
2989,2928.0,4.0,198.0,Ganeshkhind,4
2990,1600.0,3.0,88.0,Ganeshkhind,2
2991,750.0,1.0,25.5,Ganeshkhind,1
2995,700.0,1.0,59.0,Ganeshkhind,1
2999,4100.0,3.0,300.0,Ganeshkhind,4
3000,1760.0,2.0,116.0,Ganeshkhind,3
3004,1238.0,2.0,67.32,Ganeshkhind,2
3007,1542.0,3.0,98.0,Ganeshkhind,3
3008,3600.0,6.0,200.0,Ganeshkhind,6
3010,2000.0,2.0,160.0,Ganeshkhind,4
3011,2400.0,2.0,125.0,Ganeshkhind,2
3012,1970.0,3.0,164.0,Ganeshkhind,3
3013,1216.0,2.0,67.0,Ganeshkhind,2
3014,1300.0,2.0,100.0,Ganeshkhind,2
3016,1550.0,2.0,80.0,Ganeshkhind,3
3018,630.0,1.0,35.0,Ganeshkhind,1
3019,3500.0,5.0,350.0,Ganeshkhind,5
3021,410.0,1.0,15.0,Ganeshkhind,1
3022,2200.0,3.0,160.0,Ganeshkhind,3
3023,1147.0,2.0,75.0,Ganeshkhind,2
3024,1131.0,2.0,55.975,Ganeshkhind,2
3025,3150.0,4.0,218.0,Ganeshkhind,4
3026,1719.0,3.0,110.0,Ganeshkhind,3
3027,1780.0,3.0,88.0,Ganeshkhind,3
3028,3800.0,4.0,235.0,Ganeshkhind,4
3029,1623.0,3.0,155.0,Ganeshkhind,3
3030,1500.0,2.0,87.0,Ganeshkhind,4
3032,1645.0,3.0,113.0,Ganeshkhind,3
3033,1350.0,2.0,103.0,Ganeshkhind,2
3034,661.0,1.0,33.0,Ganeshkhind,1
3035,1345.0,2.0,69.0,Ganeshkhind,3
3039,896.9,2.0,78.74,Ganeshkhind,2
3041,1746.0,3.0,115.0,Ganeshkhind,3
3042,1880.0,3.0,110.0,Ganeshkhind,3
3044,943.0,2.0,48.0,Ganeshkhind,2
3048,633.0,1.0,17.09,Ganeshkhind,1
3049,1368.0,2.0,87.0,Ganeshkhind,2
3050,1241.0,2.0,68.0,Ganeshkhind,3
3052,2135.0,3.0,170.0,Ganeshkhind,3
3053,1250.0,2.0,65.0,Ganeshkhind,2
3054,2321.0,4.0,157.0,Ganeshkhind,3
3055,602.0,2.0,30.0,Ganeshkhind,1
3056,1650.0,3.0,125.0,Ganeshkhind,3
3057,1155.0,2.0,69.18,Ganeshkhind,2
3058,30400.0,4.0,1824.0,Ganeshkhind,6
3060,1200.0,2.0,75.0,Ganeshkhind,2
3062,1610.0,3.0,81.0,Ghorpade Peth,3
3064,1787.0,3.0,98.29,Ghorpade Peth,3
3067,1125.0,4.0,70.0,Ghorpade Peth,3
3068,1500.0,2.0,87.0,Ghorpade Peth,3
3069,1400.0,2.0,77.0,Ghorpade Peth,3
3071,1891.0,3.0,109.0,Ghorpade Peth,3
3073,697.0,1.0,45.0,Ghorpade Peth,1
3074,1200.0,3.0,130.0,Ghorpade Peth,3
3075,1790.0,3.0,127.0,Ghorpade Peth,3
3077,2070.0,3.0,162.0,Ghorpade Peth,3
3078,4000.0,4.0,330.0,Ghorpade Peth,4
3080,3500.0,6.0,225.0,Ghorpade Peth,4
3082,1754.0,3.0,125.0,Ghorpade Peth,3
3083,1605.0,3.0,85.0,Ghorpade Peth,3
3084,1404.0,2.0,75.0,Ghorpade Peth,2
3085,1145.0,2.0,65.0,Ghorpade Peth,2
3086,11338.0,9.0,1000.0,Ghorpade Peth,6
3087,1352.5,2.0,93.865,Ghorpade Peth,2
3088,700.0,1.0,41.0,Ghorpade Peth,1
3090,3850.0,5.0,316.0,Ghorpade Peth,3
3093,2408.0,4.0,260.0,Ghorpade Peth,3
3094,1315.0,2.0,85.4,Ghorpade Peth,3
3095,1208.0,2.0,70.0,Ghorpade Peth,2
3096,1100.0,2.0,56.1,Ghorpade Peth,2
3097,1645.0,3.0,135.0,Ghorpade Peth,3
3098,1374.0,3.0,68.0,Ghorpade Peth,3
3099,2000.0,3.0,185.0,Ghorpade Peth,3
3102,3252.0,4.0,280.0,Ghorpade Peth,4
3104,1280.0,2.0,75.0,Ghorpade Peth,2
3106,1145.0,2.0,75.0,Ghorpade Peth,2
3107,2162.0,3.0,200.0,Ghorpade Peth,3
3114,1800.0,3.0,105.0,Ghorpade Peth,6
3115,1075.0,2.0,52.0,Ghorpade Peth,3
3118,814.0,2.0,42.0,Ghorpade Peth,2
3122,1750.0,3.0,86.5,Ghorpade Peth,3
3123,1418.0,2.0,105.0,Ghorpade Peth,2
3124,605.0,1.0,40.0,Ghorpade Peth,1
3125,1178.0,2.0,82.0,Ghorpade Peth,2
3127,1541.0,2.0,130.0,Ghorpade Peth,2
3129,3990.0,4.0,260.0,Ghorpade Peth,4
3130,654.0,1.0,36.25,Ghorpade Peth,1
3132,1655.0,3.0,97.0,Ghorpade Peth,3
3134,1345.0,2.0,97.0,Ghorpade Peth,2
3138,1007.0,2.0,75.0,Ghorpade Peth,2
3140,1240.0,2.0,63.0,Ghorpade Peth,3
3141,1855.0,3.0,140.0,Ghorpade Peth,3
3144,1350.0,2.0,88.0,Ghorpade Peth,2
3145,1636.0,3.0,83.0,Ghorpade Peth,3
3149,1305.0,2.0,110.0,Ghorpade Peth,3
3151,800.0,2.0,55.0,Ghorpade Peth,2
3154,1115.0,2.0,61.0,Ghorpade Peth,2
3155,625.0,1.0,27.0,Ghorpade Peth,1
3158,2215.0,4.0,162.0,Ghorpade Peth,3
3160,1495.0,3.0,90.0,Ghorpade Peth,3
3161,485.0,1.0,19.5,Ghorpade Peth,1
3162,420.0,1.0,12.5,Ghorpade Peth,1
3164,950.0,2.0,55.0,Ghorpade Peth,2
3167,1200.0,2.0,120.0,Ghorpade Peth,2
3168,540.0,1.0,24.0,Ghorpade Peth,1
3169,1035.0,2.0,60.0,Ghorpade Peth,2
3170,3124.0,6.0,349.0,Ghorpade Peth,4
3172,1282.0,2.0,68.52,Ghorpadi,3
3173,750.0,2.0,38.0,Ghorpadi,2
3174,883.0,2.0,45.0,Ghorpadi,2
3175,1222.0,2.0,63.0,Ghorpadi,2
3176,1200.0,2.0,66.0,Ghorpadi,3
3177,1600.0,3.0,90.0,Ghorpadi,3
3178,710.0,1.0,27.0,Ghorpadi,1
3179,957.0,2.0,56.0,Ghorpadi,2
3181,1128.0,2.0,65.65,Ghorpadi,2
3182,1427.0,2.0,80.63,Ghorpadi,3
3184,1128.0,2.0,75.0,Ghorpadi,2
3188,1560.0,3.0,85.0,Ghorpadi,3
3189,3400.0,3.0,210.0,Ghorpadi,4
3194,1125.0,2.0,75.0,Ghorpadi,2
3200,1140.0,2.0,65.0,Ghorpadi,2
3201,1400.0,2.0,78.0,Ghorpadi,2
3202,4500.0,5.0,300.0,Ghorpadi,4
3205,624.0,1.0,35.0,Ghorpadi,1
3206,1608.0,2.0,85.0,Ghorpadi,2
3207,1255.0,3.0,77.68,Ghorpadi,3
3208,1200.0,3.0,67.77,Ghorpadi,3
3209,1300.0,2.0,63.0,Ghorpadi,3
3213,1200.0,2.0,67.0,Ghorpadi,2
3214,1793.0,3.0,98.0,Ghorpadi,3
3215,1200.0,3.0,67.0,Ghorpadi,3
3216,1180.0,2.0,58.0,Ghorpadi,2
3219,1100.0,1.0,55.0,Ghorpadi,2
3226,1163.0,2.0,65.0,Ghorpadi,2
3228,1331.0,2.0,88.0,Ghorpadi,2
3230,1200.0,3.0,70.0,Ghorpadi,3
3231,2130.0,4.0,120.0,Ghorpadi,4
3232,1495.0,2.0,83.0,Ghorpadi,2
3234,1200.0,3.0,56.12,Ghorpadi,3
3236,1325.0,2.0,73.0,Ghorpadi,2
3237,1012.0,2.0,53.58,Ghorpadi,2
3238,800.0,1.0,39.99,Ghorpadi,1
3239,3855.0,4.0,220.0,Ghorpadi,4
3241,1100.0,2.0,55.0,Ghorpadi,2
3242,1350.0,4.0,90.0,Ghorpadi,4
3244,2557.0,2.0,170.0,Ghorpadi,4
3245,1384.0,2.0,76.18,Ghorpadi,3
3246,450.0,1.0,20.0,Ghorpadi,1
3247,1787.0,3.0,116.0,Ghorpadi,3
3249,3075.0,2.0,188.0,Ghorpadi,4
3251,933.0,1.0,61.0,Ghorpadi,1
3253,1060.0,2.0,52.0,Ghorpadi,2
3255,418.0,1.0,17.0,Ghorpadi,1
3261,1747.0,3.0,110.0,Ghorpadi,3
3262,960.0,2.0,48.0,Ghorpadi,2
3265,2500.0,8.0,95.0,Ghorpadi,7
3266,1150.0,2.0,57.0,Ghorpadi,2
3267,1835.0,3.0,89.0,Ghorpadi,3
3269,755.0,1.0,30.12,Ghorpadi,1
3270,1182.0,2.0,64.0,Ghorpadi,2
3271,1500.0,3.0,71.0,Ghorpadi,3
3274,1475.0,2.0,90.0,Gokhale Nagar,3
3275,1280.0,2.0,75.0,Gokhale Nagar,2
3276,1195.0,2.0,70.0,Gokhale Nagar,2
3282,1835.0,2.0,155.0,Gokhale Nagar,3
3283,1180.0,2.0,70.0,Gokhale Nagar,2
3285,3900.0,4.0,300.0,Gokhale Nagar,4
3286,1691.0,3.0,119.0,Gokhale Nagar,3
3287,1050.0,2.0,57.0,Gokhale Nagar,3
3288,3012.0,6.0,268.0,Gokhale Nagar,4
3290,2200.0,3.0,190.0,Gokhale Nagar,3
3292,1550.0,3.0,120.0,Gokhale Nagar,3
3293,1420.0,2.0,123.0,Gokhale Nagar,2
3294,1670.0,3.0,135.0,Gokhale Nagar,4
3295,800.0,1.0,52.0,Gokhale Nagar,1
3297,1665.0,3.0,110.0,Gokhale Nagar,3
3300,1127.0,2.0,68.0,Gokhale Nagar,2
3302,1725.0,3.0,130.0,Gokhale Nagar,3
3303,1200.0,2.0,75.0,Gokhale Nagar,2
3315,1255.0,2.0,120.0,Gokhale Nagar,2
3317,712.0,1.0,38.44,Gokhale Nagar,1
3319,1416.0,3.0,94.0,Gokhale Nagar,3
3322,840.0,2.0,50.0,Gokhale Nagar,1
3324,690.0,2.0,42.0,Gokhale Nagar,2
3326,1650.0,3.0,110.0,Gokhale Nagar,3
3332,1749.0,3.0,120.0,Gokhale Nagar,3
3334,2072.0,4.0,152.0,Gokhale Nagar,3
3335,1200.0,3.0,68.38,Gokhale Nagar,3
3337,1180.0,2.0,86.0,Gokhale Nagar,2
3338,1000.0,2.0,70.0,Gokhale Nagar,2
3339,1830.0,3.0,119.0,Gokhale Nagar,3
3341,1400.0,2.0,80.0,Gokhale Nagar,3
3344,1080.0,2.0,64.0,Gokhale Nagar,2
3345,682.0,1.0,36.23,Gokhale Nagar,1
3346,492.0,1.0,40.0,Gokhale Nagar,1
3347,1332.0,2.0,101.0,Gokhale Nagar,2
3348,551.0,1.0,30.0,Gokhale Nagar,1
3350,3170.0,4.0,250.0,Gokhale Nagar,4
3352,1050.0,2.0,41.0,Gokhale Nagar,1
3353,2400.0,3.0,220.0,Gokhale Nagar,3
3354,1705.0,3.0,91.0,Gokhale Nagar,3
3355,1026.0,2.0,60.55,Gokhale Nagar,2
3357,2289.0,3.0,180.0,Gokhale Nagar,3
3358,2041.0,3.0,138.0,Gokhale Nagar,3
3359,3600.0,9.0,125.0,Gokhale Nagar,8
3360,1200.0,3.0,80.0,Gokhale Nagar,3
3362,2500.0,4.0,225.0,Gokhale Nagar,4
3364,3150.0,5.0,212.0,Gokhale Nagar,4
3366,1200.0,2.0,82.0,Gokhale Nagar,2
3369,1625.0,3.0,92.0,Gokhale Nagar,3
3370,1660.0,3.0,104.0,Gokhale Nagar,3
3372,1200.0,4.0,100.0,Gokhale Nagar,4
3376,1735.0,3.0,97.0,Gokhale Nagar,3
3378,2038.5,3.0,122.0,Gokhale Nagar,3
3379,1420.0,3.0,90.0,Gokhale Nagar,3
3381,2475.0,4.0,186.0,Gultekdi,4
3384,1170.0,2.0,52.0,Gultekdi,2
3386,891.0,2.0,25.0,Gultekdi,2
3387,5600.0,2.0,548.5,Gultekdi,5
3388,1185.0,2.0,42.6,Gultekdi,2
3389,1180.0,2.0,69.0,Gultekdi,2
3390,649.5,1.0,17.535,Gultekdi,1
3392,1050.0,2.0,67.0,Gultekdi,2
3394,1450.0,2.0,85.0,Gultekdi,3
3396,1000.0,2.0,28.88,Gultekdi,2
3398,3675.0,4.0,367.0,Gultekdi,4
3399,1238.0,2.0,67.0,Gultekdi,2
3400,1703.0,3.0,101.0,Gultekdi,3
3402,1575.0,4.0,150.0,Gultekdi,5
3403,3035.0,5.0,200.0,Gultekdi,4
3404,1020.0,2.0,39.0,Gultekdi,2
3405,30000.0,4.0,2100.0,Gultekdi,4
3407,2250.0,3.0,195.0,Gultekdi,3
3408,1430.0,2.0,113.0,Gultekdi,2
3409,1234.0,2.0,61.0,Gultekdi,2
3410,1468.0,3.0,130.0,Gultekdi,2
3411,1050.0,2.0,41.0,Gultekdi,2
3412,1020.0,2.0,29.46,Gultekdi,2
3413,1397.0,3.0,104.0,Gultekdi,3
3414,888.0,2.0,34.0,Gultekdi,2
3415,927.0,2.0,37.0,Gultekdi,2
3416,1937.0,3.0,140.0,Gultekdi,3
3418,1180.0,2.0,36.5,Gultekdi,2
3419,1155.0,2.0,60.0,Gultekdi,3
3420,2600.0,3.0,237.0,Gultekdi,3
